,realtime_start,realtime_end,date,value,delta column,,
410,1/11/22,1/11/22,3/1/16,1.93326997,0.03547223,,
411,1/11/22,1/11/22,4/1/16,1.95454307,0.0212731,,
412,1/11/22,1/11/22,5/1/16,1.98313657,0.0285935,,
413,1/11/22,1/11/22,6/1/16,1.97569584,0.00744073,,
414,1/11/22,1/11/22,7/1/16,1.88834343,0.08735241,,
415,1/11/22,1/11/22,8/1/16,1.90510452,0.01676109,,
416,1/11/22,1/11/22,9/1/16,1.95307087,0.04796635,,
417,1/11/22,1/11/22,10/1/16,1.94568148,0.00738939,,
418,1/11/22,1/11/22,11/1/16,1.98369326,0.03801178,,
419,1/11/22,1/11/22,12/1/16,2.12707441,0.14338115,,
420,1/11/22,1/11/22,1/1/17,2.10618941,0.020885,,
421,1/11/22,1/11/22,2/1/17,2.11198232,0.00579291,,
422,1/11/22,1/11/22,3/1/17,2.09636583,0.01561649,,
423,1/11/22,1/11/22,4/1/17,2.06511902,0.03124681,,
424,1/11/22,1/11/22,5/1/17,2.0572041,0.00791492,,
425,1/11/22,1/11/22,6/1/17,1.98910363,0.06810047,,
426,1/11/22,1/11/22,7/1/17,2.05879566,0.06969203,,
427,1/11/22,1/11/22,8/1/17,2.03309325,0.02570241,,
428,1/11/22,1/11/22,9/1/17,2.04143832,0.00834507,,
429,1/11/22,1/11/22,10/1/17,2.08505413,0.04361581,,
430,1/11/22,1/11/22,11/1/17,2.10651415,0.02146002,,
431,1/11/22,1/11/22,12/1/17,2.14986348,0.04334933,,
432,1/11/22,1/11/22,1/1/18,2.13696602,0.01289746,,
433,1/11/22,1/11/22,2/1/18,2.22261362,0.0856476,,
434,1/11/22,1/11/22,3/1/18,2.15385262,0.068761,,
435,1/11/22,1/11/22,4/1/18,2.15923458,0.00538196,,
436,1/11/22,1/11/22,5/1/18,2.24159533,0.08236075,,
437,1/11/22,1/11/22,6/1/18,2.21779981,0.02379552,,
438,1/11/22,1/11/22,7/1/18,2.23885732,0.02105751,,
439,1/11/22,1/11/22,8/1/18,2.27462408,0.03576676,,
440,1/11/22,1/11/22,9/1/18,2.26098747,0.01363661,,
441,1/11/22,1/11/22,10/1/18,2.29193883,0.03095136,,
442,1/11/22,1/11/22,11/1/18,2.2823972,0.00954163,,
443,1/11/22,1/11/22,12/1/18,2.23748419,0.04491301,,
444,1/11/22,1/11/22,1/1/19,2.13628434,0.10119985,,
445,1/11/22,1/11/22,2/1/19,2.1470192,0.01073486,,
446,1/11/22,1/11/22,3/1/19,1.93654601,0.21047319,,
447,1/11/22,1/11/22,4/1/19,1.95821493,0.02166892,,
448,1/11/22,1/11/22,5/1/19,1.99518797,0.03697304,,
449,1/11/22,1/11/22,6/1/19,1.88487781,0.11031016,,
450,1/11/22,1/11/22,7/1/19,1.9124692,0.02759139,,
451,1/11/22,1/11/22,8/1/19,1.90051606,0.01195314,,
452,1/11/22,1/11/22,9/1/19,1.82400948,0.07650658,,
453,1/11/22,1/11/22,10/1/19,1.88800985,0.06400037,,
454,1/11/22,1/11/22,11/1/19,1.92026832,0.03225847,,
455,1/11/22,1/11/22,12/1/19,1.94845226,0.02818394,,
456,1/11/22,1/11/22,1/1/20,1.96201477,0.01356251,,
457,1/11/22,1/11/22,2/1/20,1.87410465,0.08791012,,
458,1/11/22,1/11/22,3/1/20,1.60983086,0.26427379,,
459,1/11/22,1/11/22,4/1/20,1.56281905,0.04701181,,
460,1/11/22,1/11/22,5/1/20,1.57294173,0.01012268,,
461,1/11/22,1/11/22,6/1/20,1.6030699,0.03012817,,
462,1/11/22,1/11/22,7/1/20,1.65944459,0.05637469,,
463,1/11/22,1/11/22,8/1/20,1.65243667,0.00700792,,
464,1/11/22,1/11/22,9/1/20,1.66477436,0.01233769,,
465,1/11/22,1/11/22,10/1/20,1.66106305,0.00371131,,
466,1/11/22,1/11/22,11/1/20,1.69239107,0.03132802,,
467,1/11/22,1/11/22,12/1/20,1.71752841,0.02513734,,
468,1/11/22,1/11/22,1/1/21,1.6945733,0.02295511,,
469,1/11/22,1/11/22,2/1/21,1.72568905,0.03111575,,
470,1/11/22,1/11/22,3/1/21,1.78653183,0.06084278,,
471,1/11/22,1/11/22,4/1/21,1.84568654,0.05915471,,
472,1/11/22,1/11/22,5/1/21,1.83813447,0.00755207,,
473,1/11/22,1/11/22,6/1/21,1.84534109,0.00720662,,
474,1/11/22,1/11/22,7/1/21,1.86833355,0.02299246,,
475,1/11/22,1/11/22,8/1/21,1.81989461,0.04843894,,
476,1/11/22,1/11/22,9/1/21,1.86329522,0.04340061,,
477,1/11/22,1/11/22,10/1/21,1.86663769,0.00334247,,
478,1/11/22,1/11/22,11/1/21,1.96175436,0.09511667,,
479,1/11/22,1/11/22,12/1/21,1.95086511,0.01088925,,
